sentence	label
show me the direct flights from san francisco to boston	14
i 'd like to find the cheapest flight from boston to san francisco	14
show me round trip fares from denver to philadelphia	3
i want to go from denver to atlanta round trip and make a stop at pittsburgh is this possible	14
please tell me which airline has the most departures from atlanta	6
what are the flights from atlanta to baltimore	14
show me round trip fares from san jose to salt lake city	3
explain the restriction ap 80	0
show me the flights from salt lake city to milwaukee	14
show me us air fares for next sunday from miami to cleveland	3
list a round trip fare from kansas city to minneapolis flights	3
show me flights from pittsburgh to san francisco	14
show me all flights from baltimore to dallas	14
can you show me the cheapest round trip flights between denver and pittsburgh	14
how many passengers fit on a d9s	9
i would like a flight from denver to pittsburgh	14
show me the flights from boston to atlanta	14
i need a flight from san francisco to boston that leaves after 10 pm	14
what flights from boston arrive in dallas fort worth before 5 pm	14
please show me ground transportation in denver	21
find travel arrangements for a round trip flight from boston to pittsburgh	14
what is the coach fare between boston and atlanta on delta	3
list flights from pittsburgh to atlanta on the evening of august sixth	14
i would like your rates between atlanta and boston on september third	3
i would like to fly from boston to denver early in the morning	14
looking for a flight from denver to salt lake city	14
show me all the flights from columbus to baltimore	14
and flight from oakland to boston leaving after midnight	14
what does the abbreviation dl mean	0
could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards	14
i would like to fly from atlanta to philadelphia	14
what flights from atlanta to st. louis on tuesday arriving around 230 pm	14
list daily flights from oakland to boston using twa	14
could you give me the schedule of flights for american and delta to dfw on august fifteenth	19
show me first class flights from new york to miami leaving on a tuesday	14
please show me airfare of flight us 345 from boston to pittsburgh	3
is there a delta flight from boston to san francisco that stops in denver	14
please list all united flights between pittsburgh and baltimore	14
find the cheapest one way fare from boston to san francisco	3
give me morning flights from atlanta to baltimore	14
please give me round trip fares from pittsburgh to philadelphia	3
i would like information on ground transportation in the city of atlanta from airport to downtown	21
i 'd like to fly from philadelphia to dallas to san francisco	14
what is the least expensive flight from atlanta to denver leaving on october twelfth	14
what is the price of american airlines flight 19 from new york to los angeles	3
what 's the first flight from dallas to houston	14
i would like information on flights from san francisco to pittsburgh leaving after 8 pm monday night	14
what flights go from dallas to denver leaving after 3 pm	14
what is the fare code y and what is the fare code h	0
hello i 'd like a delta flight from atlanta to boston	14
what flights are provided by american airlines	14
show me the flights from love field to other airports	14
show me the coach fares from baltimore to dallas	3
i want the flights from toronto to san diego that stop in st. louis	14
saturday or sunday flights between milwaukee and phoenix american airlines	14
list the cheapest one way flight from miami florida to charlotte north carolina	14
